ncid,vote_method_2020
BL435841,Absentee
BL435844,In-Person
BL435847,Absentee
BL43585,Absentee
BL435859,Absentee
BL435862,Absentee
BL435864,Absentee
BL435869,Absentee
BL435871,Absentee
BL435872,Absentee
BL435880,Absentee
BL435882,Absentee
BL435890,Absentee
BL435891,Absentee
BL435892,Absentee
BL435893,Absentee
BL435895,Absentee
BL43590,Absentee
BL435902,In-Person
BL435905,Absentee
BL435906,Absentee
BL435910,Absentee
BL435919,Absentee
BL435922,Absentee
BL435926,Absentee
BL435930,Absentee
BL435931,Absentee
BL435937,Absentee
BL435944,Absentee
BL435946,Absentee
BL435952,Absentee
BL435954,Absentee
BL435955,Absentee
BL435956,Absentee
BL435961,Absentee
BL435962,Absentee
BL435967,In-Person
BL435968,In-Person
BL435972,Absentee
BL435973,Absentee
BL435974,Absentee
BL435976,Absentee
BL435981,In-Person
BL435983,Absentee
BL435985,Absentee
BL435988,Absentee
BL435992,Absentee
BL435996,Absentee
BL436001,Absentee
BL436005,Absentee
BL436010,Absentee
BL436012,Absentee
BL436013,Absentee
BL436016,Absentee
BL436017,Absentee
BL436018,Absentee
BL436021,Absentee
BL436023,Absentee
BL436025,Absentee
BL436026,Absentee
BL436028,Absentee
BL43603,Absentee
BL436030,Absentee
BL436037,Absentee
BL436038,Absentee
BL436039,Absentee
BL436043,Absentee
BL436049,Absentee
BL436050,In-Person
BL436051,Absentee
BL436052,Absentee
BL436061,Absentee
BL436064,Absentee
BL436067,Absentee
BL436073,Absentee
BL436074,Absentee
BL436076,Absentee
BL436077,Absentee
BL436078,Other
BL436080,Absentee
BL436088,In-Person
BL436089,Absentee
BL436090,Absentee
BL436097,Absentee
BL436102,Absentee
BL436110,Absentee
BL436112,Absentee
BL436118,Absentee
BL436119,Absentee
BL436123,Absentee
BL436128,Absentee
BL43613,Absentee
BL436130,Absentee
BL436131,Absentee
BL436134,In-Person
BL436135,Absentee
BL436136,Absentee
BL436139,Absentee
BL436141,Absentee
BL436146,Absentee
BL436147,In-Person
BL436150,Absentee
BL436151,Absentee
BL43616,Absentee
BL436167,Absentee
BL436169,Absentee
BL436170,Absentee
BL436172,Absentee
BL436173,Absentee
BL436174,Absentee
BL436177,Absentee
BL436182,Absentee
BL436183,Absentee
BL436185,Absentee
BL436186,Absentee
BL436190,Absentee
BL436191,Absentee
BL436193,In-Person
BL436195,Absentee
BL436196,Absentee
BL436197,Absentee
BL436200,Absentee
BL436202,In-Person
BL436207,Absentee
BL436208,Absentee
BL436213,Absentee
BL436214,Absentee
BL436216,Absentee
BL436219,Absentee
BL43622,Absentee
BL436222,Absentee
BL436227,Absentee
BL436228,Absentee
BL436229,Absentee
BL436230,Absentee
BL436231,In-Person
BL436233,Absentee
BL436240,In-Person
BL436243,Absentee
BL436257,Absentee
BL43626,Absentee
BL436261,Absentee
BL436262,Absentee
BL436270,Absentee
BL436283,In-Person
BL436286,In-Person
BL436296,Absentee
BL436297,Absentee
BL436299,Absentee
BL436303,Absentee
BL436304,Absentee
BL436313,Absentee
BL436315,Absentee
BL436318,Absentee
BL43632,Absentee
BL436321,Absentee
BL436323,Absentee
BL436327,Absentee
BL436329,Absentee
BL436332,Absentee
BL436333,Absentee
BL436335,Absentee
BL436337,Absentee
BL436340,Absentee
BL436346,Absentee
BL436349,Absentee
BL436352,Absentee
BL436356,Absentee
BL436358,Absentee
BL436368,Absentee
BL43637,Absentee
BL436372,Absentee
BL436374,Absentee
BL436376,Absentee
BL43638,Absentee
BL436380,Absentee
BL436381,Absentee
BL436386,Absentee
BL436389,Absentee
BL436391,Absentee
BL436397,Absentee
BL436400,Absentee
BL436408,Absentee
BL436411,Absentee
BL436416,Absentee
BL436417,In-Person
BL436419,Absentee
BL43642,Absentee
BL436424,Absentee
BL436425,Absentee
BL436426,Absentee
BL436427,Absentee
BL43643,Absentee
BL436438,Absentee
BL43644,Absentee
BL436440,Absentee
BL436441,Absentee
BL436443,Absentee
BL436444,In-Person
BL436445,Absentee
BL436446,In-Person
BL436450,Absentee
BL436453,Other
BL43646,In-Person
BL436460,Absentee
BL436462,Other
BL436465,Absentee
BL436467,Absentee
BL436476,Absentee
BL436482,In-Person
BL436483,Absentee
BL436485,Absentee
BL436487,Absentee
BL436493,Absentee
BL436495,Absentee
BL436498,Absentee
BL436500,Absentee
BL436503,Absentee
BL436504,Absentee
BL436505,Absentee
BL436506,Absentee
BL43651,Absentee
BL436510,Absentee
BL436514,Absentee
BL436516,Absentee
BL436519,Absentee
BL436526,Absentee
BL436529,Absentee
BL436530,Absentee
BL436537,Absentee
BL436538,Absentee
BL436541,Absentee
BL436542,Absentee
BL436546,Absentee
BL43655,Absentee
BL436555,Absentee
BL436556,Absentee
BL436559,Absentee
BL436568,Other
BL436576,Absentee
BL436579,Absentee
BL436583,Absentee
BL43659,Absentee
BL436592,Absentee
BL436596,Absentee
BL436598,Absentee
BL436600,Absentee
BL436602,Absentee
BL436605,Absentee
BL43661,Absentee
BL436612,Absentee
BL436616,In-Person
BL43662,Absentee
BL436624,Absentee
BL436626,Absentee
BL436633,Absentee
BL436634,Absentee
BL436636,Absentee
BL436638,Absentee
BL436640,Absentee
BL436641,Absentee
BL436642,Absentee
BL436644,Absentee
BL436648,Absentee
BL436649,Absentee
BL43665,Absentee
BL436651,Absentee
BL436653,Absentee
BL436659,Absentee
BL436664,Absentee
BL436668,Absentee
BL436669,Absentee
BL43667,Absentee
BL436672,Absentee
BL436676,Absentee
BL436677,Absentee
BL436679,Absentee
BL43668,Absentee
BL436681,Absentee
BL436687,Absentee
BL436689,Absentee
BL43669,Absentee
BL436690,Absentee
BL436694,Absentee
BL436695,Absentee
BL436696,Absentee
BL436697,Absentee
BL436698,Absentee
BL4367,Absentee
BL436701,Absentee
BL436702,Absentee
BL436703,Absentee
BL436708,Absentee
BL436710,Other
BL436711,Absentee
BL436712,Absentee
BL436713,Absentee
BL436717,Absentee
BL436718,Absentee
BL436721,In-Person
BL436731,Absentee
BL436737,Absentee
BL436738,Absentee
BL436740,Absentee
BL436743,Absentee
BL436745,Absentee
BL436747,Absentee
BL436748,Absentee
BL436752,Absentee
BL436753,Absentee
BL436755,Absentee
BL436757,Absentee
BL436760,Absentee
BL436761,Absentee
BL436763,Absentee
BL436767,Absentee
BL436769,Absentee
BL436770,Absentee
BL436775,Absentee
BL436776,Absentee
BL436777,Absentee
BL436778,Absentee
BL436779,Absentee
BL436781,Absentee
BL436783,Absentee
BL436784,Absentee
BL436785,In-Person
BL436788,Absentee
BL436791,Absentee
BL436800,Absentee
BL436801,Absentee
BL436802,Absentee
BL436820,Absentee
BL436821,Absentee
BL436825,Absentee
BL436828,Absentee
BL436831,Absentee
BL436835,Absentee
BL436849,Absentee
BL436850,Absentee
BL436856,Absentee
BL436858,Absentee
BL436864,Absentee
BL436867,Absentee
BL436870,Absentee
BL436874,Absentee
BL436879,Absentee
BL436880,Absentee
BL436882,Absentee
BL436884,Absentee
BL436889,Absentee
BL43690,Absentee
BL436901,Absentee
BL436902,Absentee
BL436903,Absentee
BL436905,Absentee
BL436906,Absentee
BL43692,Absentee
BL436921,Absentee
BL436922,Absentee
BL436923,In-Person
BL436925,Absentee
BL436933,Absentee
BL436934,Absentee
BL436935,Absentee
BL436936,Absentee
BL436938,Absentee
BL43694,Absentee
BL436944,Absentee
BL436946,Absentee
BL436948,Absentee
BL43695,Absentee
BL436951,Absentee
BL436952,Absentee
BL436954,Absentee
BL436955,Absentee
BL436962,Absentee
BL436963,Absentee
BL436966,Absentee
BL436968,Absentee
BL436969,Absentee
BL436970,Absentee
BL436974,Absentee
BL436976,Absentee
BL436978,Absentee
BL436981,Absentee
BL436984,Absentee
BL43699,Absentee
BL436991,Absentee
BL436992,Absentee
BL436993,Absentee
BL436994,Absentee
BL436995,Absentee
BL436998,Absentee
BL437000,In-Person
BL437002,Absentee
BL437004,Absentee
BL437006,Absentee
BL437008,Absentee
BL437011,Absentee
BL437013,Absentee
BL437018,In-Person
BL43702,Absentee
BL437020,Absentee
BL437021,Absentee
BL437022,Absentee
BL437023,Absentee
BL437024,Absentee
BL43703,Absentee
BL437037,In-Person
BL437040,Absentee
BL437049,Absentee
BL437051,Absentee
BL437052,Absentee
BL437053,Absentee
BL437060,Absentee
BL437062,Absentee
BL437064,Absentee
BL437070,Absentee
BL437074,Absentee
BL437075,Absentee
BL437078,In-Person
BL437079,Absentee
BL437085,Absentee
BL437088,Absentee
BL437090,Absentee
BL437091,Absentee
BL437095,Absentee
BL437098,Absentee
BL437103,Absentee
BL437106,Absentee
BL437111,Absentee
BL437113,In-Person
BL437114,Absentee
BL43712,Absentee
BL437120,Absentee
BL437122,Absentee
BL437125,Absentee
BL43713,Absentee
BL437134,Absentee
BL437136,Absentee
BL437138,Absentee
BL437139,Absentee
BL437141,Absentee
BL437142,Absentee
BL437143,Absentee
BL437144,Absentee
BL437145,Absentee
BL437147,Absentee
BL437148,Absentee
BL437157,Absentee
BL437166,Absentee
BL437169,Absentee
BL437171,Absentee
BL437175,Absentee
BL437176,Absentee
BL437177,Absentee
BL437178,Absentee
BL437189,Absentee
BL437190,Absentee
BL437193,Absentee
BL437196,Absentee
BL437197,Absentee
BL437199,Absentee
BL437202,Absentee
BL437205,Absentee
BL437208,Absentee
BL437210,Absentee
BL437216,Absentee
BL437219,Absentee
BL43722,Absentee
BL437226,Absentee
BL437233,Absentee
BL437236,Absentee
BL437241,Absentee
BL437242,Absentee
BL437243,Absentee
BL437248,Absentee
BL437250,Absentee
BL437257,Absentee
BL437263,Absentee
BL437265,Absentee
BL437270,Absentee
BL437271,Absentee
BL437274,Absentee
BL437275,Absentee
BL437281,Absentee
BL437288,Absentee
BL437289,Absentee
BL43729,Absentee
BL437291,Absentee
BL437295,Absentee
BL4373,Absentee
BL437301,Absentee
BL437306,Absentee
BL437308,Absentee
BL437309,Absentee
BL437312,Absentee
BL437318,Absentee
BL437320,Absentee
BL437321,Absentee
BL437322,Absentee
BL437332,Absentee
BL437335,Absentee
BL437342,Absentee
BL437345,Absentee
BL437347,Absentee
BL437348,Absentee
BL437350,Absentee
BL437354,Absentee
BL437355,Absentee
BL437356,Absentee
BL437357,Absentee
BL437359,Absentee
BL437361,Absentee
BL437362,Absentee
BL437364,Absentee
BL437365,Absentee
BL437367,Absentee
BL437378,Absentee
BL437379,Absentee
BL437380,Absentee
BL437383,In-Person
BL437388,Absentee
BL437390,Absentee
BL437396,Absentee
BL437401,Absentee
BL437402,Absentee
BL437403,Absentee
BL437404,Absentee
BL437405,Absentee
BL437410,Absentee
BL437413,Absentee
BL437419,Absentee
BL437423,Absentee
BL437428,Absentee
BL437431,Absentee
BL437432,Absentee
BL437434,Absentee
BL437437,Absentee
BL437440,Absentee
BL437441,Absentee
BL437443,Absentee
BL437445,Absentee
BL437446,Absentee
BL437452,Absentee
BL437457,Absentee
BL437466,Absentee
BL437467,Absentee
BL437479,Absentee
BL437482,Absentee
BL437486,Absentee
BL437496,Absentee
BL437497,Absentee
BL437498,Absentee
BL43750,Absentee
BL437500,Absentee
BL437501,Absentee
BL437504,Absentee
BL437507,Absentee
BL437508,Absentee
BL437509,In-Person
BL437510,Absentee
BL437512,Absentee
BL437514,Absentee
BL437518,Absentee
BL437522,In-Person
BL437528,Absentee
BL437537,Absentee
BL437538,Absentee
BL437539,Absentee
BL437540,Absentee
BL437541,Absentee
BL437545,Absentee
BL437553,Absentee
BL437558,Absentee
BL437559,Absentee
BL437561,Absentee
BL437563,Other
BL437564,Absentee
BL437570,Absentee
BL437571,Absentee
BL437575,Absentee
BL437577,Absentee
BL437579,Absentee
BL437581,Absentee
BL437584,Absentee
BL437586,In-Person
BL437588,Absentee
BL437591,In-Person
BL437592,Absentee
BL437598,Absentee
BL437613,Absentee
BL437617,Absentee
BL437618,Absentee
BL437619,Absentee
BL437620,Absentee
BL437621,Absentee
BL437625,Absentee
BL437627,Absentee
BL437628,Absentee
BL437630,Absentee
BL437633,Absentee
BL437637,Absentee
BL437643,In-Person
BL437645,Absentee
BL437647,Absentee
BL43765,Absentee
BL437650,Absentee
BL437654,Absentee
BL437658,Absentee
BL437659,Absentee
BL437662,Absentee
BL437663,Absentee
BL437664,Absentee
BL437666,Absentee
BL437668,Absentee
BL437669,Absentee
BL437671,Absentee
BL437676,Absentee
BL437677,Absentee
BL437678,Absentee
BL437679,Absentee
BL437680,Absentee
BL437681,Absentee
BL437694,Absentee
BL437695,Absentee
BL437697,Absentee
BL437698,Absentee
BL437705,Absentee
BL437706,Absentee
BL437707,Absentee
BL437708,Absentee
BL437709,Absentee
BL437710,Absentee
BL437713,Absentee
BL437717,Absentee
BL437719,Absentee
BL437721,Absentee
BL437727,Absentee
BL437728,Absentee
BL437737,Absentee
BL437743,Absentee
BL437748,Absentee
BL437749,Absentee
BL437750,Absentee
BL437756,Absentee
BL437757,Absentee
BL437758,Absentee
BL437759,Absentee
BL437760,Absentee
BL437762,Absentee
BL437763,Absentee
BL437765,Absentee
BL437768,Absentee
BL437774,Absentee
BL437775,Absentee
BL437778,Absentee
BL437787,Absentee
BL43779,Absentee
BL437793,Absentee
BL437797,Absentee
BL437800,Absentee
BL437801,Absentee
BL437802,Absentee
BL437803,Absentee
BL437807,Absentee
BL437815,Absentee
BL437818,Absentee
BL437819,Absentee
BL437825,Absentee
BL437827,Absentee
BL43783,Absentee
BL437835,Absentee
BL437836,Absentee
BL437839,Absentee
BL437840,Absentee
BL437842,Absentee
BL437846,Absentee
BL437848,Absentee
BL437849,Absentee
BL43785,Absentee
BL437851,Absentee
BL437852,Absentee
BL437858,Absentee
BL437867,Absentee
BL437868,Absentee
BL437869,In-Person
BL43787,Absentee
BL437871,Absentee
BL437877,Absentee
BL437881,Absentee
BL437882,In-Person
BL437884,Absentee
BL437886,Absentee
BL437890,Absentee
BL437896,Absentee
BL437897,Absentee
BL43790,Absentee
BL437900,Absentee
BL437902,Absentee
BL437906,Absentee
BL437910,Absentee
BL437913,Absentee
BL437917,Absentee
BL43792,Absentee
BL437928,Absentee
BL437930,Absentee
BL437931,Absentee
BL437932,Absentee
BL437934,Absentee
BL437937,Absentee
BL437939,In-Person
BL437942,Absentee
BL437945,Absentee
BL437949,Absentee
BL437951,Absentee
BL437956,Absentee
BL437957,Absentee
BL437958,Absentee
BL437960,Absentee
BL437969,In-Person
BL437973,Absentee
BL437977,Absentee
BL43798,Absentee
BL437983,Absentee
BL437988,Absentee
BL437990,Absentee
BL437991,Absentee
BL43800,Absentee
BL438001,Absentee
BL438005,Absentee
BL438006,Absentee
BL438007,Absentee
BL43801,Absentee
BL438013,Absentee
BL438022,Absentee
BL438023,Absentee
BL438024,Absentee
BL438025,Absentee
BL438034,Absentee
BL438035,Absentee
BL43804,Absentee
BL438045,Absentee
BL438047,Absentee
BL438053,Absentee
BL438056,Absentee
BL438064,Absentee
BL438065,Absentee
BL438068,Absentee
BL438069,Absentee
BL438070,Absentee
BL438073,Absentee
BL438074,Absentee
BL438077,Absentee
BL438078,Absentee
BL438080,Absentee
BL438081,Absentee
BL438082,Absentee
BL438084,Absentee
BL438092,Absentee
BL438093,Absentee
BL438096,Absentee
BL4381,Absentee
BL438103,Absentee
BL438105,Absentee
BL438113,Absentee
BL438114,Absentee
BL438119,Absentee
BL438129,Absentee
BL438131,Absentee
BL438134,Absentee
BL438135,In-Person
BL438136,Absentee
BL43814,Absentee
BL438141,Absentee
BL438142,Absentee
BL438144,Absentee
BL438150,In-Person
BL438157,Other
BL438161,Absentee
BL438165,Absentee
BL438170,Absentee
BL438171,Absentee
BL438174,Absentee
BL438175,Absentee
BL438177,Absentee
BL438178,Absentee
BL438181,Absentee
BL438188,Absentee
BL438194,Absentee
BL438197,Absentee
BL438199,Absentee
BL438200,Absentee
BL438203,Absentee
BL438208,Absentee
BL43821,Absentee
BL438211,Absentee
BL43822,Absentee
BL438221,Absentee
BL438222,Absentee
BL438227,Absentee
BL438228,Absentee
BL438231,Absentee
BL438236,In-Person
BL438240,Absentee
BL438242,Absentee
BL438246,Absentee
BL438247,Absentee
BL438249,Absentee
BL438251,Absentee
BL438260,Other
BL438263,Absentee
BL438271,Absentee
BL438272,Absentee
BL438275,Other
BL438283,Absentee
BL438284,Absentee
BL438286,Absentee
BL438287,Absentee
BL438291,Absentee
BL438292,Absentee
BL438308,Absentee
BL438309,Absentee
BL438331,In-Person
BL438333,Absentee
BL438335,Absentee
BL438338,In-Person
BL438339,Absentee
BL438340,Absentee
BL438341,Other
BL438342,Absentee
BL438343,Absentee
BL438344,Absentee
BL438346,Absentee
BL438348,Absentee
BL438350,Absentee
BL438357,Absentee
BL438363,In-Person
BL438372,Absentee
BL438375,In-Person
BL438376,Absentee
BL438377,Absentee
BL438378,Absentee
BL438380,Absentee
BL438381,Absentee
BL438392,Absentee
BL438398,Absentee
BL438402,Absentee
BL438406,Absentee
BL438415,Absentee
BL438419,Absentee
BL438423,Absentee
BL438424,Absentee
BL43844,Absentee
BL438440,Absentee
BL438442,Absentee
BL438444,Absentee
BL438445,In-Person
BL438455,Absentee
BL438458,Absentee
BL438459,Absentee
BL438463,Absentee
BL438464,Absentee
BL438474,Absentee
BL438478,Absentee
BL438487,Absentee
BL43849,Absentee
BL438491,Absentee
BL438497,Absentee
BL438498,Absentee
BL4385,Absentee
BL438500,Absentee
BL438501,Absentee
BL438503,Absentee
BL438506,Absentee
BL438510,Absentee
BL438513,In-Person
BL438514,Absentee
BL438521,Absentee
BL438526,Absentee
BL438528,Absentee
BL43853,Absentee
BL438531,Absentee
BL438537,Absentee
BL438539,Absentee
BL438542,Absentee
BL438544,Absentee
BL43855,Absentee
BL438551,Absentee
BL438552,Absentee
BL438554,Absentee
BL438557,Absentee
BL438558,Absentee
BL438567,Absentee
BL438569,Absentee
BL438574,Absentee
BL438575,In-Person
BL438581,Absentee
BL438582,Absentee
BL438587,Absentee
BL438589,Absentee
BL438591,Absentee
BL438592,Absentee
BL438605,Absentee
BL438608,Absentee
BL438609,Absentee
BL438610,Absentee
BL438617,Absentee
BL438626,Absentee
BL438629,Absentee
BL438634,Absentee
BL438637,Absentee
BL438645,Absentee
BL438646,Absentee
BL438650,Absentee
BL438652,Absentee
BL438674,Absentee
BL438676,Absentee
BL438680,Absentee
BL438681,In-Person
BL438686,Absentee
BL438694,Absentee
BL438697,Absentee
BL438698,Absentee
BL438699,Absentee
BL438700,Absentee
BL438709,In-Person
BL438712,Absentee
BL438715,In-Person
BL438716,Absentee
BL438717,In-Person
BL438718,Absentee
BL438719,Absentee
BL438724,In-Person
BL438731,Absentee
BL438734,In-Person
BL438740,Absentee
BL438746,In-Person
BL438747,Absentee
BL438749,In-Person
BL438755,Absentee
BL438760,Absentee
BL438764,Absentee
BL438767,In-Person
BL438769,Absentee
BL43877,Absentee
BL438774,Absentee
BL438776,Absentee
BL438779,Absentee
BL438782,Absentee
BL438808,Absentee
BL438809,Absentee
BL438811,Absentee
BL438815,Absentee
BL438817,Absentee
BL438818,Absentee
BL438820,Absentee
BL438830,Other
BL438834,Absentee
BL438837,Absentee
BL438838,Absentee
BL438841,In-Person
BL438846,Absentee
BL438850,Absentee
BL438851,Absentee
BL438856,Absentee
BL438858,Absentee
BL438860,Absentee
BL438866,Absentee
BL438867,Absentee
BL438868,Absentee
BL438870,Absentee
BL43888,Absentee
BL438893,Absentee
BL438894,Absentee
BL4389,Absentee
BL438900,Absentee
BL438902,In-Person
BL438917,Absentee
BL438918,Absentee
BL438919,Absentee
BL438920,Absentee
BL438927,Absentee
BL438929,Absentee
BL438930,Absentee
BL438941,Absentee
BL438945,Absentee
BL438956,Absentee
BL438969,Absentee
BL438970,Absentee
BL438973,Absentee
BL438985,Other
BL438990,Absentee
BL438991,Absentee
BL439003,Absentee
BL439012,Other
BL439016,Absentee
BL439018,Absentee
BL439020,Absentee
BL439029,Absentee
BL439033,Absentee
BL439034,Absentee
BL439039,Absentee
BL439045,In-Person
BL439053,Absentee
BL439064,In-Person
BL439070,Absentee
BL439071,Absentee
BL439073,Other
BL439083,Absentee
BL439089,Absentee
BL439092,Absentee
BL439103,Absentee
BL439115,Absentee
BL439117,Absentee
BL439119,Absentee
BL439121,Absentee
BL439124,Absentee
BL439125,Absentee
BL439126,Absentee
BL439135,Absentee
BL439137,Absentee
BL439139,Absentee
BL439140,Absentee
BL439147,Absentee
BL439149,Absentee
BL439156,In-Person
BL439158,Absentee
BL43916,Absentee
BL439168,Absentee
BL439173,Absentee
BL439175,Absentee
BL439179,Absentee
BL439186,Absentee
BL43919,Absentee
BL439210,Absentee
BL439212,Absentee
BL439213,Absentee
BL439214,Absentee
BL439218,Absentee
BL439220,Absentee
BL439222,Absentee
BL439228,Absentee
BL439233,Absentee
BL439236,Absentee
BL439238,Absentee
BL439242,Absentee
BL439243,Absentee
BL439244,Absentee
BL439258,Absentee
BL439259,In-Person
BL439260,Absentee
BL439263,Absentee
BL439265,In-Person
BL439266,Absentee
BL439270,Absentee
BL439271,Absentee
BL439272,Absentee
BL439292,Absentee
BL4393,Other
BL439311,Absentee
BL439327,Absentee
BL439332,Absentee
BL439343,In-Person
BL439345,Absentee
BL439346,Absentee
BL439347,In-Person
BL439348,Absentee
BL439353,Other
BL439354,Absentee
BL439359,Absentee
BL439362,Absentee
BL439367,In-Person
BL43937,Absentee
BL439373,Absentee
BL439377,Absentee
BL439378,Absentee
BL43938,Absentee
BL439384,Absentee
BL43939,Absentee
BL439393,Absentee
BL439398,Absentee
BL439402,In-Person
BL439409,Absentee
BL439410,Absentee
BL439413,Absentee
BL439414,Absentee
BL43943,Absentee
BL439447,Absentee
BL439448,Absentee
BL439451,Absentee
BL439455,In-Person
BL439458,In-Person
BL439461,Absentee
BL439463,Absentee
BL439465,Absentee
BL439501,Absentee
BL439504,Absentee
BL439507,Absentee
BL439517,Absentee
BL439519,Absentee
BL439524,Absentee
BL439526,Absentee
BL439533,Absentee
BL439534,Absentee
BL439537,Absentee
BL439556,Absentee
BL439566,Absentee
BL439569,In-Person
BL439575,Absentee
BL439577,Absentee
BL439580,Absentee
BL439586,Absentee
BL439587,Absentee
BL439588,Absentee
BL439589,Absentee
BL439590,Absentee
BL439591,In-Person
BL439592,Other
BL439594,Absentee
BL439595,Absentee
BL439601,Absentee
BL439604,Absentee
BL439606,Absentee
BL439609,Absentee
BL439616,Absentee
BL439629,Absentee
BL43964,Absentee
BL439642,Absentee
BL439650,Absentee
BL439654,Absentee
BL439656,Absentee
BL439657,In-Person
BL439659,Absentee
BL439660,Absentee
BL439662,Absentee
BL439665,Absentee
BL439679,Absentee
BL439683,Absentee
BL439684,Absentee
BL439685,Absentee
BL439694,Absentee
BL439697,Absentee
BL4397,Absentee
BL439702,In-Person
BL439703,Absentee
BL439705,Absentee
BL439706,In-Person
BL439711,Absentee
BL439712,Absentee
BL439715,Absentee
BL439717,In-Person
BL439720,Absentee
BL439726,Absentee
BL439732,Absentee
BL439735,Absentee
BL439736,Absentee
BL439740,Absentee
BL439745,Absentee
BL439748,Absentee
BL439749,In-Person
BL439751,Absentee
BL439752,Absentee
BL439754,Absentee
BL439757,Absentee
BL439758,Absentee
BL439761,Absentee
BL439768,In-Person
BL439772,Absentee
BL439773,Absentee
BL43978,Absentee
BL439791,Absentee
BL439792,Absentee
BL439793,In-Person
BL439794,Absentee
BL439801,Absentee
BL439815,Absentee
BL439818,Absentee
BL439822,Absentee
BL439823,Absentee
BL439826,Absentee
BL439827,Absentee
BL439833,Other
BL439834,Absentee
BL439835,Absentee
BL439839,Other
BL439846,Absentee
BL439847,In-Person
BL439860,Other
BL439863,Absentee
BL439873,Absentee
BL439874,Absentee
BL439875,Other
BL439876,Absentee
BL439880,Absentee
BL439890,Absentee
BL439895,Absentee
BL439896,Absentee
BL439897,Absentee
BL439898,Absentee
BL439900,Absentee
BL439901,Absentee
BL439905,Absentee
BL439910,Absentee
BL439913,Absentee
BL439915,Absentee
BL439917,Absentee
BL439921,Absentee
BL439923,Absentee
BL439925,Absentee
BL439927,In-Person
BL439931,Absentee
BL439938,In-Person
BL439939,Absentee
BL439941,Absentee
BL439943,Absentee
BL439944,Absentee
BL439947,Absentee
BL439949,Absentee
BL439951,Absentee
BL439955,Absentee
BL439957,Absentee
BL439959,In-Person
BL439963,Absentee
BL439979,In-Person
BL439984,Absentee
BL439987,Absentee
BL439988,In-Person
BL439992,Absentee
BL439993,Absentee
BL439994,Absentee
BL439996,Absentee
BL439998,Absentee
BL4400,Absentee
BL440002,Absentee
BL440003,Absentee
BL440006,Absentee
BL440008,Absentee
BL440011,Absentee
BL440017,Absentee
BL440023,In-Person
BL440026,Absentee
BL440039,Absentee
BL440050,Absentee
BL440053,Absentee
BL440056,Absentee
BL440059,Absentee
BL440060,Absentee
BL440061,Absentee
BL440063,In-Person
BL440064,Absentee
BL440081,Absentee
BL4401,Absentee
BL440101,Absentee
BL440109,Absentee
BL44011,Other
BL440110,In-Person
BL440111,Absentee
BL440114,Absentee
BL440118,In-Person
BL440120,Absentee
BL440122,Absentee
BL440128,Absentee
BL440129,Absentee
BL44013,Absentee
BL440134,Absentee
BL440135,Absentee
BL440141,Absentee
BL440145,Absentee
BL440163,Absentee
BL440170,In-Person
BL440177,Absentee
BL440178,In-Person
BL440184,Absentee
BL440187,In-Person
BL440189,Absentee
BL440194,Absentee
BL4402,Absentee
BL44020,Absentee
BL440204,Absentee
BL440206,In-Person
BL440219,Absentee
BL440222,Absentee
BL440231,Absentee
BL440235,Absentee
BL440244,Absentee
BL440257,Absentee
BL44026,Absentee
BL440267,Absentee
BL440273,Absentee
BL440276,Absentee
BL440277,Absentee
BL440282,Absentee
BL440286,Absentee
BL440290,Absentee
BL440299,In-Person
BL44030,Absentee
BL440305,Absentee
BL440306,Absentee
BL440307,Absentee
BL440308,Absentee
BL440317,Absentee
BL440318,Absentee
BL440320,Absentee
BL440323,Absentee
BL44033,Absentee
BL440333,Absentee
BL440336,Absentee
BL440341,Absentee
BL44035,Absentee
BL440359,Absentee
BL440361,Absentee
BL440362,Absentee
BL440364,Absentee
BL440365,Other
BL440366,Absentee
BL440367,Absentee
BL440368,Absentee
BL440369,Absentee
BL440372,Absentee
BL440373,Absentee
BL440374,Absentee
BL440377,Absentee
BL44038,Absentee
BL440382,Absentee
BL440383,Absentee
BL440384,Absentee
BL440385,Absentee
BL440388,Absentee
BL44039,Absentee
BL440390,Absentee
BL440392,Absentee
BL440395,Absentee
BL440396,Absentee
BL440399,Absentee
BL440403,Absentee
BL440405,Absentee
BL440407,Absentee
BL440409,Absentee
BL44041,Absentee
BL440411,Absentee
BL440412,Absentee
BL440418,Absentee
BL440428,Absentee
BL440429,Other
BL440431,Absentee
BL440435,Absentee
BL440438,Absentee
BL440439,Absentee
BL440441,Absentee
BL440443,Absentee
BL440444,Absentee
BL440447,Absentee
BL440450,Absentee
BL440453,Absentee
BL440461,Absentee
BL440462,Absentee
BL440464,Absentee
BL440465,Absentee
BL440467,Absentee
BL440469,Absentee
BL440496,Absentee
BL440505,Absentee
BL440506,Absentee
BL440507,Absentee
BL440509,Absentee
BL440511,In-Person
BL440513,Absentee
BL440514,Absentee
BL440516,Absentee
BL440525,Absentee
BL440526,Absentee
BL440529,In-Person
BL440532,Absentee
BL440533,Absentee
BL440535,Absentee
BL440538,Absentee
BL440539,Absentee
BL440540,In-Person
BL440541,Absentee
BL440545,Absentee
BL440546,Absentee
BL440554,Absentee
BL440561,Other
BL440564,Absentee
BL44057,Absentee
BL440570,Absentee
BL440579,In-Person
BL44058,Absentee
BL440596,Absentee
BL440598,Absentee
BL440606,Absentee
BL440613,Other
BL440619,Absentee
BL44062,Absentee
BL44063,Absentee
BL440631,Other
BL440637,Absentee
BL44064,Absentee
BL440642,Absentee
BL440646,Absentee
BL440657,Absentee
BL44066,Absentee
